45.0 まちがい電話をかけた場合わ、何といってあやまったらいいですか。,45.0,"machigai denwa o kake ta baai wa, nani to itte ayamattara ii desu ka. 
Trong trường hợp gọi nhầm điện thoại thì phải nói như thế nào để xin lỗi?"
45.1 。。。「すみません。番号をまちがえました。」といえばいいです。,45.1,"... 'sumimasen. bangou o machigae mashi ta.' to ie ba ii desu. 
...Nói là ""Xin lỗi. Tôi gọi nhầm số"" là được."
45.2 これがこのコンピューターの保証書です。,45.2,"kore ga kono konpyūtā no hoshousho desu. 
Đây là giấy bảo hành của cái máy vi tính này."
45.3 調子がわるい場合は、この番号に連絡してください。,45.3,"choushi ga warui baai ha, kono bangou ni renraku shi te kudasai. 
Nếu máy có trục trặc thì hãy gọi cho số điện thoại này."
45.4 はい、わかりました。,45.4,"hai, wakari mashi ta. 
...Vâng ạ."
45.5 安濃、この図書館ではコピーの領収書がもらえますか。,45.5,"anou, kono toshokan de ha kopī no ryoushuu sho ga morae masu ka. 
Xin hỏi, ở thư viện này có lấy được tờ hóa đơn khi photocopy không?"
45.6 。。。ええ。必要な場合は係りにいってください。,45.6,"... ee. hitsuyou na baai ha kakari ni itte kudasai. 
...Có. Trong trường hợp đó, anh hãy hỏi nhân viên."
45.7 火事や地震の場合は，げったいにエレベーターをつかわないでください。,45.7,"kaji ya jishin no baai ha, gettai ni erebētā o tsukawa nai de kudasai. 
Trong trường hợp có hỏa hoạn hoặc động đất thì tuyệt đối không sử dụng thang máy."
45.8 。。。はい、わかりあました。,45.8,"... hai, wakaria mashi ta. 
...Vâng ạ."
45.9 スピーチはうまくいきましたか、,45.9,"supīchi ha umaku iki mashi ta ka, 
Bài phát biểu của anh/chị tốt chứ ạ."
45.10 。。。いいえ。一生懸命練習して覚えたのに、途中でわずれてしまいました。,45.10,"... iie. isshoukenmei renshuu shi te oboe ta noni, tochuu de wa zure te shimai mashi ta. 
...Không. Tôi đã luyện tập kỹ và học thuộc, thế mà đến giữa chừng lại quên mất."
45.11 雨なのに、ゴレフですか。,45.11,"ame na noni, gorefu desu ka. 
Trời mưa thế mà anh/chị lại chơi gôn à?"
45.12 。。。ええ。下手だけど、好きなんです。,45.12,"... ee. heta da kedo, suki na n desu. 
...Vâng. Tuy không giỏi nhưng tôi thích chơi."
