25.0 もし　1億円　あったら、何を　したいですか。,25.0,"moshi 1 oku en attara, nani o shi tai desu ka. 
Nếu có 100 triệu yên, thì anh/chị muốn làm gì?"
25.1 。。。コンピューターソフトの　会社を　作りたいです。,25.1,"... konpyūtāsofuto no kaisha o tsukuri tai desu. 
...Tôi muốn ở một công ty phần mềm máy tính."
25.2 約束　の　時間に　友達が　来なかったら、どう　しますか。,25.2,"yakusoku no jikan ni tomodachi ga ko nakattara, dou shi masu ka. 
Nếu đến giờ hen mà bạn không đến thì anh/chị sẽ làm gì?"
25.3 。。。すぐ　帰ります。,25.3,"... sugu kaeri masu. 
...Tôi sẽ về ngay."
25.4 あの　新しい　靴屋は　いい　靴が　たくさん　ありますよ。,25.4,"ano atarashii kutsu ya ha ii kutsu ga takusan ari masu yo. 
Ở cửa hàng giầy mới kia có nhiều giày tốt đấy."
25.5 。。。そうですか。安かったら、買いたいです。,25.5,"... sou desu ka. yasukattara, kai tai desu. 
...Thế à. Nếu rẻ thì tôi sẽ mua."
25.6 あしたまでに　レポートを　出さなければ　なりませんか。,25.6,"ashita made ni repōto o dasa nakere ba nari mase n ka. 
Tôi phải nộp bài báo cáo trước ngày mai có phải không?"
25.7 。。。いいえ。無理だったら、金曜日に　出して　ください。,25.7,"... iie. muri dattara, kinyoubi ni dashi te kudasai. 
...Không, nếu không kịp thì anh/chị nộp vào ngày thứ sáu"
25.8 もう　子どもの　名前を　考えましたか。,25.8,"mou kodomo no namae o kangae mashi ta ka. 
Anh/chị đã nghĩ tên cho con chưa?"
25.9 。。。ええ、男の　子だったら、「ひかる」です。,25.9,"... ee, otoko no ko dattara, 'hikaru' desu. 
...Rồi ạ. Nếu là con trai thì là ""Hikaru"". "
25.10 女の　子だったら、「あや」です。,25.10,"onna no ko dattara, 'aya' desu. 
Nếu là con gái thì là ""Aya""."
25.11 大学を　出たら、すぐ　働きますか。,25.11,"daigaku o de tara, sugu hataraki masu ka. 
Anh/chị có đi làm ngay sau khi tốt nghiệp không?"
25.12 。。。いいえ、1年ぐらい　いろいろな　国を　旅行したいです。,25.12,"... iie, 1 nen gurai iroiro na kuni o ryokou shi tai desu. 
...Khong, tôi muốn đi du lịch các nước khoảng một năm."
25.13 先生、この　ことばの　意味が　わかりません。,25.13,"sensei, kono kotoba no imi ga wakari mase n. 
Thưa thầy, em không hiểu nghĩa của từ này ạ."
25.14 。。。辞書を　見ましたか。,25.14,"... jisho o mi mashi ta ka. 
...Em đã tra từ điển chưa?"
25.15 ええ。　見ても、わかりません。,25.15,"ee. mi te mo, wakari mase n. 
Rồi a. Dù có tra từ điển cũng không hiểu."
25.16 日本人は　グループ旅行が　好きですね。,25.16,"nipponjin ha gurūpu ryokou ga suki desu ne. 
Người Nhật thích du lịch theo đoàn nhỉ."
25.17 。。。ええ、安いですから。,25.17,"... ee, yasui desu kara. 
...Vâng, vì rẻ mà."
25.18 いくら　安くても、わたしは　グループ旅行が　嫌いです。,25.18,"ikura yasuku te mo, watashi ha gurūpu ryokou ga kirai desu. 
Tôi thì cho dù có rẻ cũng không thích đi du lịch theo đoàn."
