6.0 たばこを　吸いますか。,6.0,"tabako o sui masu ka. 
Anh/chị có hút thuốc lá không?"
6.1 。。。いいえ、吸いません。,6.1,"... iie, sui mase n. 
...Không, tôi không hút."
6.2 毎朝　何を　食べますか。,6.2,"maiasa nani o tabe masu ka. 
Hàng ngày anh/chị ăn gì?"
6.3 。。。パンと　卵を　食べます。,6.3,"... pan to tamago o tabe masu. 
...Tôi ăn bánh mì và trứng."
6.4 けさ　何を　食べましたか。,6.4,"kesa nani o tabe mashi ta ka. 
Sáng nay anh/chị đã ăn gì?"
6.5 。。。何も　食べませんでした。,6.5,"... nani mo tabe mase n deshi ta. 
...Tôi không ăn gì cả."
6.6 土曜日　何を　しましたか。,6.6,"doyoubi nani o shi mashi ta ka. 
Thứ bảy anh/chị đã làm gì?"
6.7 。。。日本語を　勉強しました。それから映画を　見ました。,6.7,"... nihongo o benkyou shi mashi ta. sorekara eiga o mi mashi ta. 
...Tôi (đã) học tiếng Nhật. Sau đó đi xem phim."
6.8 日曜日は　何を　しましたか。,6.8,"nichiyoubi ha nani o shi mashi ta ka. 
Chủ nhật anh/chị đã làm gì?"
6.9 。。。友達と　奈良へ　行きました。,6.9,"... tomodachi to nara he iki mashi ta. 
...Tôi (đã) đi Nara với bạn."
6.10 どこで　その　かばんを　買いましたか。,6.10,"doko de sono kaban o kai mashi ta ka. 
Anh/chị đã mua cái cặp đó ở đâu?"
6.11 。。。メキシコで　買いました。,6.11,"... mekishiko de kai mashi ta. 
...Tôi (đã) mua ở Mexico."
6.12 いっしょに　ビールを　飲みませんか。,6.12,"issho ni bīru o nomi mase n ka. 
Anh/chị có cùng uống bia với tôi không?"
6.13 。。。ええ、飲みましょう。,6.13,"... ee, nomi masho u. 
...Vâng, chúng ta cùng uống nhé."
