六,lục,sáu,Đây là cách người trung quốc thể hiện sáu với những ngón tay của họ,1
八,bát,tám,Nó giống như chữ kantakana　ハ giống như là 八チ(tám).,1
十,thập,mười,Kết hợp 2 ngón tay để tạo thành mười,1
千,thiên,nghìn,"Thêm ノ đến 10 (十) để tạo ra  ngàn , một số lượng lớn hơn.",1
円,viên,"yên,vòng tròn",Đây là thể hiển của 1 vòng tròn,1
目,mục,mắt,Đây là thể hiện của một cái mắt,1
五,ngũ,năm,Có thể làm chữ kanji với năm que diêm không?,1
四,tứ,bốn,Một hình chữ nhật thì có bốn góc,1
二,nhị,hai,Hai được biểu diễn bởi hai ngón tay,1
一,nhất,một,Một được biểu diễn bởi một ngón tay,1
七,thất,bảy,Hai cộng với năm bằng bảy,1
九,cửu,chín,"Bạn có thể đếm đến mười? Bảy, tám, chín  .. Không.",1
百,bách,trăm,"Quay số "" 100 "" 90 độ về bên phải và nó có vẻ như 百",1
万,vạn,vạn,10.000 (vạn) là một con số có 5 chữ số,1
口,khẩu,miệng,Đây là thể hiện của một cái mồm,1
三,tam,ba,Ba được biểu diễn bởi ba ngón tay,1
火,hỏa,lửa,Đây là thể hiện của một ngọn lửa,2
土,thổ,đất,Một mầm nụ trồi ra từ đất,2
本,bản,"sách,cơ bản","Đây là gốc của 1 cái cây..Hãy đánh đấu nó với ""ー""",2
今,kim,bây giờ,Bạn đang làm gì bây giờ?,2
時,thời,thời gian,"Trong ngày,mọi người thường đánh chuông ở trong một cái đền để thông báo thời gian",2
刀,đao,"kiếm,dao",Đây là thể hiện của một thanh kiếm,2
日,nhật,"ngày,mặt trời",Đây là thể hiện của mặt trời,2
月,nguyệt,"tháng,mặt trăng",Đây là thể hiện của  mặt trăng,2
水,thủy,nước,Nước bắn rơi xung quanh,2
金,kim,vàng,Mọi người nói rằng có vàng ở dưới núi,2
曜,diệu,ngày mới,"Bắt đầu của một ngày,những con chim hót ""piyo-piyo""",2
木,mộc,cây,Đây là thể hiện của một cái cây,2
人,nhân,người,Một người đang đứng với hai chân,2
寺,tự,đền,"Nhìn kia,có một ngôi đền trên mặt đất",2
半,bán,nửa,"Hãy cắt 3 đoạn thẳng làm hai nửa,tuy nhiên chỉ đoạn thẳng đầu tiên bị đứt ",2
分,phân,"phút,chia",Hãy chia ra.Nó sẽ thành nửa với một con dao,2
下,hạ,dưới,Đây là bên dưới của một dòng,3
右,hữu,phải,Tôi ăn với tay phải của tôi,3
上,thượng,trên,Đây là bên trên của một dòng,3
中,trung,"giữa,trung tâm",Đây là giữa của một vòng tròn,3
外,ngoại,ngoài,Bạn nên hút thuốc(トバコ) bên ngoài,3
南,nam,nam,Hai cái cây trồng trong vườn hướng mặt về phía nam,3
北,bắc,bắc,Hai người đang quay mặt nhau bởi vì trời lạnh ở phía bắc,3
西,tây,tây,Một(一) trong bốn(四) góc thì là phía tây,3
東,đông,đông,Mặt trời (日) mọc phía đông.Có thể nhìn thấy mặt trời(日) dưới một cái cây(木).,3
間,gian,giữa,Chúng ta có thể thấy mặt trời(日) giữa cái cổng(門).,3
午,ngọ,trưa,Chữ Kanji này có mười (十) và hai (二). Mười hai (十二) giờ là  trưa  b&gt;.,3
後,hậu,sau,Một người đang đi  trở lại  trên đường phố.,3
左,tả,trái,Tôi đo thước với tay trái của tôi,3
門,môn,cổng,Đây là thể hiện của cái cổng,3
前,tiền,trước,Tôi chuẩn bị cho bữa tối trước khi mặt trăng lên,3
工,công,thủ công,Đây là hình dạng của cái thước của người thợ thủ công,3
