44.0 泣いて　いるんですか。,44.0,"nai te iru n desu ka. 
Anh/Chị khóc đấy à?"
44.1 。。。いいえ、笑いすぎて、涙が　出たんです。,44.1,"... iie, waraisugi te, namida ga de ta n desu. 
...Không, tôi cười quá, chảy cả nước mắt."
44.2 最近の　車は　操作が　簡単ですね。,44.2,"saikin no kuruma ha sousa ga kantan desu ne. 
Ô tô gần đây thao tác đơn giản nhỉ?"
44.3 。。。ええ。でも、簡単すぎて、運転が　おもしろくないです。,44.3,"... ee. demo, kantan sugi te, unten ga omoshiroku nai desu. 
...Vâng. Nhưng mà đơn giản quá nên việc lái xe không thú vị."
44.4 田舎と　町と、どちらが　住みやすいですか。,44.4,"inaka to machi to, dochira ga sumi yasui desu ka. 
Nhà quê và khu phố, nơi nào dễ sống hơn."
44.5 。。。田舎の　ほうが　住みやすいと　思います。,44.5,"... inaka no hou ga sumi yasui to omoi masu. 
...Tôi nghĩ là nhà quê dễ sống hơn."
44.6 物価も　安いし、空気も　きれいですから。,44.6,"bukka mo yasui shi, kuuki mo kirei desu kara. 
Vì nhà quê giá rẽ hơn và không khí cũng trong lành hơn."
44.7 この　コップは　丈夫で　割れにくいですよ。,44.7,"kono koppu ha joubu de ware nikui desu yo. 
Cái cốc này bền và khó vỡ lắm."
44.8 。。。こどもが　使うのに　安全で、いいですね。,44.8,"... kodomo ga tsukau noni anzen de, ii desu ne. 
...Cho trẻ con dùng thì an toàn và tốt nhỉ."
44.9 もう　夜　遅いですから、静かに　して　いただけませんか。,44.9,"mou yoru osoi desu kara, shizuka ni shi te itadake mase n ka. 
Cái này dùng để làm gì?"
44.10 。。。はい。すみません。,44.10,"... hai. sumimasen. 
...Dùng để mở rượu vang."
44.11 今晩の　おかずは　何に　しましょうか。,44.11,"konban no okazu ha nani ni shi masho u ka. 
Thức ăn tối nay làm món gì nhỉ?"
44.12 。。。きのうは　肉を　食べたから、きょうは　魚料理に　しようよ。,44.12,"... kinou ha niku o tabe ta kara, kyou ha sakana ryouri ni shiyo u yo. 
...Hôm qua ăn thịt rồi nên hôm nay ăn cá đi."
44.13 電気や　水は　大切に　使いましょう。,44.13,"denki ya mizu ha taisetsu ni tsukai masho u. 
Chúng ta hãy tiết kiệm điện và nước."
44.14 。。。はい、わかりました。,44.14,"... hai, wakari mashi ta. 
...Vâng ạ."
44.15 野菜は　細かく　切って、卵と　混ぜます。,44.15,"yasai ha komakaku kitte, tamago to maze masu. 
Rau thì thái nhỏm rồi trộn với trứng."
44.16 。。。はい。　これで　いいですか。,44.16,"... hai. kore de ii desu ka. 
...Vâng, thế này được chưa ạ."
