21.0 仕事と　家族と　どちらが　大切ですか。,21.0,"shigoto to kazoku to dochira ga taisetsu desu ka. 
Công việc và gia đình, cái nào quan trọng hơn?"
21.1 。。。どちらも　大切だと　思います。,21.1,"... dochira mo taisetsu da to omoi masu. 
...Tôi nghĩ cái nào cũng quan trọng cả."
21.2 日本に　ついて　どう　思いますか。,21.2,"nippon ni tsui te dou omoi masu ka. 
Anh/chị nghĩ như thế nào về Nhật bản?"
21.3 。。。物価が　高いと　思います。,21.3,"... bukka ga takai to omoi masu. 
...Tôi nghĩ là giá cả đắt đỏ."
21.4 ミラーさんは　どこですか。,21.4,"mirā san ha doko desu ka. 
Anh Miller ở ở đâu?"
21.5 。。。会議室に　いると　思います。,21.5,"... kaigi shitsu ni iru to omoi masu. 
...Tôi nghĩ anh ấy ở phòng họp."
21.6 ミラーさんは　この　ニュースを　知って　いますか。,21.6,"mirā san ha kono nyūsu o shitte i masu ka. 
Anh Miller  có biết tin này không?"
21.7 。。。いいえ、　たぶん　知らないと　思います。,21.7,"... iie, tabun shira nai to omoi masu. 
...Tôi nghĩ chắc anh ấy không biết."
21.8 ミラーさんは　出張して　いますから。,21.8,"mirā san ha shucchou shi te i masu kara. 
Vì (lúc đó) anh ấy đang đi công tác."
21.9 テレサちゃんは　もう　寝ましたか。,21.9,"teresa chan ha mou ne mashi ta ka. 
Em Teresa đã ngủ chưa?"
21.10 。。。はい、　もう　寝たと　思います。,21.10,"... hai, mou ne ta to omoi masu. 
...Rồi, tôi nghĩ là em ấy đã ngủ rồi."
21.11 食事の　前に、　お祈りを　しますか。,21.11,"shokuji no mae ni, oinori o shi masu ka. 
Các anh/chị có cầu nguyện trước bữa ăn không?"
21.12 。。。いいえ、しませんが、　「いただきます」と言います。,21.12,"... iie, shi mase n ga, 'itadaki masu' to ii masu. 
...Không, chúng tôi không, nhưng chúng tôi nói ""itadakimasu"""
21.13 会議で　何か　意見を　言いましたか。,21.13,"kaigi de nani ka iken o ii mashi ta ka. 
Trong cuộc họp, anh/chị có phát biểu ý kiến gì không?"
21.14 。。。はい、　むだな　コピーが　多いと　言いました。,21.14,"... hai, muda na kopī ga ooi to ii mashi ta. 
...Có, tôi có nói là có nhiều phần copy ko cần thiết"
21.15 7月に　京都で　お祭りが　あるでしょう？,21.15,"7 tsuki ni kyouto de o matsuri ga aru desho u? 
Tháng 7 ở Kyoto chắc là có lễ hội, phải không?"
21.16 。。。ええ、　あります。,21.16,"... ee, ari masu. 
...Vâng, có ạ"
