47.0 新聞で　読んだんですが、１月に　日本語の　スピーチ大会があるそうですよ。　ミラーさんも　出て　みませんか。,47.0,"shinbun de yon da n desu ga, ichigatsu ni nihongo no supīchi taikai ga aru sou desu yo. mirā san mo de te mi mase n ka. 
Tôi đọc trên báo nói là tháng 1 sẽ có cuộc thi hùng biện tiếng Nhật."
47.1 。。。そうですね。　考えて　みます。,47.1,"... sou desu ne. kangae te mi masu. 
Anh Miller có tham gia thử xem sao không?"
47.2 クララさんは　こどもの　とき、フランスに　住んで　いたそうです。,47.2,"kurara san ha kodomo no toki, furansu ni sun de i ta sou desu. 
...Thế à. Để tôi sẽ cân nhắc thử xem."
47.3 。。。それで　フランス語も　わかるんですね。,47.3,"... sorede furansugo mo wakaru n desu ne. 
Nghe nói thời nhỏ chị Klara sống ở Pháp."
47.4 パワー電気の　新しい　電子辞書は　とても　使いやすくて、いいそうですよ。,47.4,"pawā denki no atarashii denshi jisho ha totemo tsukai yasuku te, ii sou desu yo. 
...Thảo nào chị ấy biết tiếng Pháp."
47.5 。。。ええ。わたしは　もう　買いました。,47.5,"... ee. watashi ha mou kai mashi ta. 
Nghe nói từ điển điện tử mới của công ty điện Power dễ sử dụng và tốt lắm đấy."
47.6 この間　インドネシアの　バリ島へ　遊びに　行って　来ました。,47.6,"konokan indoneshia no bari tou he asobi ni okonatte ki mashi ta. 
...Vâng, tôi đã mua rồi."
47.7 。。。とても　きれいな　所だそうですね。,47.7,"... totemo kirei na tokoro da sou desu ne. 
Gần đây tôi mới đi chơi ở đảo Bali, Indonesia về."
47.8 ええ。　ほんとうに　よかったです。,47.8,"ee. hontou ni yokatta desu. 
...Nghe nói đó là địa điểm rất đẹp."
47.9 にぎやかな　声が　しますね。,47.9,"nigiyaka na koe ga shi masu ne. 
Vâng. Chuyến đi rất tuyệt vời."
47.10 。。。ええ。パーティーでも　して　いるようですね。,47.10,"... ee. pātī demo shi te iru you desu ne. 
Tiếng người nghe vui nhộn nhỉ."
47.11 人が　大勢　集まって　いますね。,47.11,"hito ga taisei atsumatte i masu ne. 
...Vâng. Có lẽ họ đang có tiệc hay gì đấy."
47.12 。。。事故のようですね。　パトカーと　救急車が　来て　いますよ。,47.12,"... jiko no you desu ne. patokā to kyuukyuu sha ga ki te i masu yo. 
Đông người tập trung nhỉ."
