13.0 今　何が　いちばん　欲しいですか。,13.0,"ima nani ga ichiban hoshii desu ka. 
Bây giờ anh/chị muốn cái gì nhất?"
13.1 。。。うちが　欲しいです。,13.1,"... uchi ga hoshii desu. 
...Tôi muốn một căn nhà."
13.2 夏休みに　どこへ　行きたいですか。,13.2,"natsuyasumi ni doko he iki tai desu ka. 
Kì nghỉ hè này anh/chị muốn đi đâu?"
13.3 。。。沖縄へ　行きたいです。,13.3,"... okinawa he iki tai desu. 
Tôi muốn đi Okinawa."
13.4 きょうは　疲れましたから、何も　したくないです。,13.4,"kyou ha tsukare mashi ta kara, nani mo shi taku nai desu. 
Hôm nay mệt nên chẳng muốn làm gì cả."
13.5 。。。そうですね。　きょうの会議は　大変でしたね。,13.5,"... sou desu ne. kyou no kaigi ha taihen deshi ta ne. 
...Đúng thế nhỉ. Cuộc họp hôm nay vất vả quá."
13.6 この　週末は　何を　しますか。,13.6,"kono shuumatsu ha nani o shi masu ka. 
Cuối tuần này anh/chị sẽ làm gì?"
13.7 。。。子どもと　神戸へ　船を　見に　行きます。,13.7,"... kodomo to koube he fune o mi ni iki masu. 
...Tôi đi Kobe với con để xem thuyền."
13.8 日本へ　何の　勉強に　来ましたか。,13.8,"nippon he nani no benkyou ni ki mashi ta ka. 
Anh/chị đến Nhật để học gì?"
13.9 。。。経済の　勉強に　来ました。,13.9,"... keizai no benkyou ni ki mashi ta. 
...Tôi đến Nhật để học kinh tế."
13.10 冬休みは　どこか　行きましたか。,13.10,"fuyuyasumi ha doko ka iki mashi ta ka. 
Nghỉ Đông anh/chị có đi đâu (đó) không?"
13.11 。。。ええ、行きました。,13.11,"... ee, iki mashi ta. 
...Có, tôi có đi."
13.12 どこへ　行きましたか。,13.12,"doko he iki mashi ta ka. 
Anh/chị đã đi đâu?"
13.13 。。。北海道へ　スキーに　行きました。,13.13,"... hokkaidou he sukī ni iki mashi ta. 
...Tôi đã đi Hokkaido để trượt tuyết."
