24.0 太郎君は　おばあちゃんが　好きですか。,24.0,"tarou kun ha o baachan ga suki desu ka. 
Em Taro có yêu bà không?"
24.1 。。。はい。好きです。おばあちゃんは　いつも　お菓子を　くれます。,24.1,"... hai. suki desu. o baachan ha itsumo okashi o kure masu. 
...Có, Em yêu bà ạ. Bà thường cho em bánh kẹo."
24.2 おいしい　ワインですね。,24.2,"oishii wain desu ne. 
Rượu vang ngon nhỉ."
24.3 。。。ええ、佐藤さんが　くれました。　フランスの　ワインです。,24.3,"... ee, satou san ga kure mashi ta. furansu no wain desu. 
...Vâng, chị Sato tặng đấy ạ. Rượu vang của Pháp."
24.4 太郎君は　母の　日に　お母さんに　何を　して　あげますか。,24.4,"tarou kun ha haha no hi ni okaasan ni nani o shi te age masu ka. 
Em Taro ddã làm gì cho mẹ nhân Ngày Mẹ?"
24.5 。。。ピアノを　弾いて　あげます。,24.5,"... piano o hii te age masu. 
...Em đã chơi đàn dương cầm cho mẹ nghe."
24.6 ミラーさん、きのうの　パーティーの　料理は　全部　自分で　作りましたか。,24.6,"mirā san, kinou no pātī no ryouri ha zenbu jibun de tsukuri mashi ta ka. 
Anh Miller, món ăn trong bữa tiệc hôm qua là do anh tự làm đấy à?"
24.7 。。。いいえ、ワンさんに　手伝って　もらいました。,24.7,"... iie, wan san ni tetsudatte morai mashi ta. 
...Không, có anh Wang giúp tôi."
24.8 電車で　行きましたか。,24.8,"densha de iki mashi ta ka. 
Anh/chị đã đi bằng tàu điện à?"
24.9 。。。いいえ。山田さんが　車で　送って　くれました。,24.9,"... iie. yamada san ga kuruma de okutte kure mashi ta. 
...Không, anh Yamada đã chở tôi đi."
