三,TAM,ba,1
三つ,TAM,ba,1
三時,TAM THỜI,ba giờ,1
三月,TAM NGUYỆT,tháng ba,1
三日,TAM NHẬT,mồng 3,1
三人,TAM NHÂN,ba người,1
三歳,TAM TUẾ,ba tuổi,1
三日月,TAM NHẬT NGUYỆT,trăng non,1
五,NGŨ,năm,1
五つ,NGŨ,mồng 5,1
五時,NGŨ THỜI,năm giờ,1
五月,NGŨ NGUYỆT,có thể,1
五日,NGŨ NHẬT,lần thứ 5,1
五年,NGŨ NIÊN,năm năm,1
五人,NGŨ NHÂN,năm người,1
五歳,NGŨ TUẾ,năm tuổi,1
七,THẤT,bảy,1
七つ,THẤT,bảy,1
七時,THẤT THỜI,bảy giờ,1
七分,THẤT ,bảy phút,1
七月,THẤT NGUYỆT,tháng bảy,1
七日,THẤT NHẬT,mồng 7,1
七人,THẤT NHÂN,bảy người,1
七夕,THẤT TỊCH,lễ thất tịch,1
九,CỬU,chín,1
九つ,CỬU,chín cái,1
く時,THỜI,các cụm từ khi,1
九月,CỬU NGUYỆT,tháng chín,1
九日,CỬU NHẬT,lần thứ 9,1
九年,CỬU NIÊN,chín năm,1
九歳,CỬU TUẾ,chín tuổi,1
九人,CỬU NHÂN,chín người,1
百,BÁCH,một trăm,1
二百,NHỊ BÁCH,hai trăm,1
三百,TAM BÁCH,ba trăm,1
六百,LỤC BÁCH,sáu trăm,1
八百,BÁT BÁCH,yao,1
八百屋,BÁT BÁCH ỐC,người bán rau,1
百科事典,BÁCH KHOA SỰ ĐIỂN,bách khoa toàn thư,1
百貨店,BÁCH HÓA ĐIẾM,cục lưu trữ,1
一万,NHẤT VẠN,mười nghìn,1
十万,THẬP VẠN,trăm nghìn,1
百万,BÁCH VẠN,một triệu,1
万年筆,VẠN NIÊN BÚT,cây viết máy,1
万歳,VẠN TUẾ,vô,1
万一,VẠN NHẤT,theo một số cơ hội,1
万引き,VẠN DẪN,ăn cắp,1
口,KHẨU,miệng,1
入り口,NHẬP KHẨU,lối vào,1
出口,XUẤT KHẨU,lối ra,1
人口,NHÂN KHẨU,dân số,1
北口,BẮC KHẨU,bắc tuyển sinh,1
中央口,TRUNG ƯƠNG KHẨU,lối vào trung tâm,1
窓口,SONG KHẨU,tiếp xúc,1
口調,KHẨU ĐIỀU,giọng,1
火曜日,HỎA DIỆU NHẬT,thứ ba,2
火曜日,HỎA DIỆU NHẬT,thứ ba,2
火事,HỎA SỰ,cháy,2
火山,"HỎA SAN,SƠN",núi lửa,2
花火,HOA HỎA,pháo bông,2
火星,HỎA TINH,hỏa tinh,2
消火器,TIÊU HỎA KHÍ,bình cứu hỏa,2
火災,HỎA TAI,cháy,2
木曜日,MỘC DIỆU NHẬT,thứ năm,2
木曜日,MỘC DIỆU NHẬT,thứ năm,2
木綿,MỘC MIÊN,bông,2
木村さん,MỘC THÔN,kimura,2
木製,MỘC CHẾ,gỗ,2
大木,ĐẠI MỘC,cây lớn,2
材木,TÀI MỘC,gỗ,2
木陰,MỘC ÂM,bóng,2
土曜日,THỔ DIỆU NHẬT,thứ bảy,2
土曜日,THỔ DIỆU NHẬT,thứ bảy,2
お土産,THỔ SẢN,quà lưu niệm,2
土地,THỔ ĐỊA,đất,2
土星,THỔ TINH,sao thổ,2
粘土,NIÊM THỔ,đất sét,2
土台,THỔ THAI,nền tảng,2
土足現金,THỔ TÚC HIỆN KIM,giày dép bằng tiền mặt,2
本,BỔN,điều này,2
日本,NHẬT BỔN,sơn mài nhật,2
一本,NHẤT BỔN,độc thân,2
二本,NHỊ BỔN,hai,2
三本,TAM BỔN,ba,2
日本語,NHẬT BỔN NGỮ,nhật bản,2
山本さん,"SAN,SƠN BỔN",yamamoto,2
今,KIM,hiện nay,2
今月,KIM NGUYỆT,tháng này,2
今日,KIM NHẬT,hôm nay,2
今晩,KIM VÃN,tối nay,2
今週,KIM CHU,tuần này,2
今年,KIM NIÊN,năm nay,2
今朝,KIM TRIỀU,sáng nay,2
今度,KIM ĐỘ,thời gian này,2
一時,NHẤT THỜI,thời gian,2
時々,THỜI,đôi khi,2
時間,THỜI GIAN,thời gian,2
一時間,NHẤT THỜI GIAN,một giờ,2
時計,THỜI KẾ,đồng hồ,2
その時,THỜI,vào thời điểm đó,2
時代,THỜI ĐẠI,kỷ nguyên,2
時刻表,THỜI KHẮC BIỂU,thời khóa biểu,2
刀,ĐAO,gươm,2
日本刀,NHẬT BỔN ĐAO,thanh kiếm nhật,2
短刀,ĐOẢN ĐAO,dao găm,2
外,NGOẠI,bên ngoài,3
外国,NGOẠI QUỐC,nước ngoài,3
外国人,NGOẠI QUỐC NHÂN,người nước ngoài,3
外の,NGOẠI,ngoài,3
海外,HẢI NGOẠI,nước ngoài,3
意外な,Ý NGOẠI,làm ngạc nhiên,3
外す,NGOẠI,tẩy,3
外科,NGOẠI KHOA,phẫu thuật,3
右,HỮU,đúng,3
右手,HỮU THỦ,đúng,3
右足,HỮU TÚC,chân phải,3
右側,HỮU TRẮC,đúng,3
左右,TẢ HỮU,trái và phải,3
右翼,HỮU DỰC,cánh phải,3
左,TẢ,trái,3
左手,TẢ THỦ,bàn tay trái,3
左側,TẢ TRẮC,trái,3
左右,TẢ HỮU,trái và phải,3
左翼,TẢ DỰC,người thuận tay trái,3
左利き,TẢ LỢI,thuận tay trái,3
後ろ,HẬU,phía sau,3
クラスの後,HẬU,sau lớp học,3
後で,HẬU,sau,3
午後,NGỌ HẬU,buổi chiều,3
最後,TỐI HẬU,cuối cùng,3
後半,HẬU BÁN,nửa cuối,3
後ほど,HẬU,sau,3
後れる,HẬU,được trì hoãn,3
午前,NGỌ TIỀN,buổi sáng,3
午後,NGỌ HẬU,buổi chiều,3
午前中,NGỌ TIỀN TRUNG,vào buổi sáng,3
正午,CHÁNH NGỌ,buổi trưa,3
間,GIAN,giữa,3
時間,THỜI GIAN,thời gian,3
二時間,NHỊ THỜI GIAN,hai giờ,3
間に合う,GIAN HỢP,luôn đúng giờ,3
間違い,GIAN VI,sai lầm,3
人間,NHÂN GIAN,nhân loại,3
世間,THẾ GIAN,thế giới,3
西,TÂY,tây,3
西口,TÂY KHẨU,cửa phía tây,3
北西,BẮC TÂY,tây bắc,3
南西,NAM TÂY,tây nam,3
西洋,TÂY DƯƠNG,phía tây,3
関西,QUAN TÂY,kansai,3
東西,ĐÔNG TÂY,đông và tây,3
大西洋,ĐẠI TÂY DƯƠNG,đại tây dương,3
北,BẮC,bắc,3
北口,BẮC KHẨU,bắc tuyển sinh,3
北東,BẮC ĐÔNG,đông bắc,3
東北地方,ĐÔNG BẮC ĐỊA PHƯƠNG,quận tohoku,3
北海道,BẮC HẢI ĐẠO,hokkaido,3
南北,NAM BẮC,nam và bắc,3
北極,BẮC CỰC,bắc cực,3
男の子,NAM TỬ,con trai,4
男の人,NAM NHÂN,đàn ông,4
男性,NAM TÍNH,đàn ông,4
男子学生,"NAM TỬ HỌC SANH,SINH",sinh viên nam,4
長男,TRƯỜNG NAM,con trai cả,4
女の子,NỮ TỬ,cô gái,4
男の子,NAM TỬ,con trai,4
子供,TỬ CUNG,con cái,4
電子辞書,ĐIỆN TỬ TỪ THƯ,từ điển điện tử,4
女子学生,"NỮ TỬ HỌC SANH,SINH",nữ sinh viên,4
男子学生,"NAM TỬ HỌC SANH,SINH",học sinh nam,4
様子,DẠNG TỬ,xuất hiện,4
学生,"HỌC SANH,SINH",sinh viên,4
先生,"TIÊN SANH,SINH",giáo viên,4
生まれる,"SANH,SINH",sinh,4
生きる,"SANH,SINH",sống,4
誕生日,"ĐẢN SANH,SINH NHẬT",ngày sinh nhật,4
生える,"SANH,SINH",lớn lên,4
生,"SANH,SINH",sống,4
一生,"NHẤT SANH,SINH",cả đời,4
何,HÀ,cái gì,4
何か,HÀ,một cái gì đó,4
何人,HÀ NHÂN,bất cứ người nào,4
何時,HÀ THỜI,khi nào,4
何でも,HÀ,bất cứ vật gì,4
何度,HÀ ĐỘ,nhiều lần,4
幾何学,KI HÀ HỌC,hình học,4
母,MẪU,mẹ,4
お母さん,MẪU,mom,4
母の日,MẪU NHẬT,ngày của mẹ,4
祖母,TỔ MẪU,bà ngoại,4
父母,PHỤ MẪU,cha và mẹ,4
祖父母,TỔ PHỤ MẪU,ông bà,4
母語,MẪU NGỮ,tiêng mẹ đẻ,4
叔母/伯母,THÚC MẪU BÁ MẪU,dì/dì,4
去年,KHỨ NIÊN,năm ngoái,4
過去,QUÁ KHỨ,quá khứ,4
去る,KHỨ,rời khỏi,4
消去する,TIÊU KHỨ,trong sáng,4
除去する,TRỪ KHỨ,tẩy,4
王,VƯƠNG,vua,4
国王,QUỐC VƯƠNG,quốc vương,4
王様,VƯƠNG DẠNG,vua,4
女王,NỮ VƯƠNG,nữ hoàng,4
王女,VƯƠNG NỮ,công chúa,4
王子,VƯƠNG TỬ,hoàng tử,4
王国,VƯƠNG QUỐC,kingdom,4
お米,MỄ,cơm,5
米屋,MỄ ỐC,cửa hàng gạo,5
米国,MỄ QUỐC,mỹ,5
欧米,ÂU MỄ,tây,5
南米,NAM MỄ,nam mỹ,5
北米,BẮC MỄ,bắc mỹ,5
新米,TÂN MỄ,chú tiểu,5
良い,LƯƠNG,tốt,5
