山,さん,núi,"SAN,SƠN",10
山道,さんどう,đường núi,"SAN,SƠN ĐẠO",10
山田さん,やまださん,yamada,"SAN,SƠN ĐIỀN",10
富士山,ふじさん,núi fuji,"PHÚ SĨ SAN,SƠN",10
火山,かざん,núi lửa,"HỎA SAN,SƠN",10
山火事,やまかじ,wildfire,"SAN,SƠN HỎA SỰ",10
登山,とざん,thú leo núi,"ĐĂNG SAN,SƠN",10
山林,さんりん,rừng núi,"SAN,SƠN LÂM",10
森林,しんりん,rừng,SÂM LÂM,10
森田さん,もりたさん,morita,SÂM ĐIỀN,10
森林,しんりん,rừng,SÂM LÂM,10
海,うみ,biển,HẢI,10
北海道,ほっかいどう,hokkaido,BẮC HẢI ĐẠO,10
海外,かいがい,nước ngoài,HẢI NGOẠI,10
エーゲ海,えーげかい,biển aegean,HẢI,10
海岸,かいがん,bờ biển,HẢI NGẠN,10
海賊,かいぞく,cướp biển,HẢI TẶC,10
海藻,かいそう,rong biển,HẢI TẢO,10
海水,かいすい,nước biển,HẢI THỦY,10
花,はな,hoa,HOA,10
花見,はなみ,ngắm hoa anh đào,HOA KIẾN,10
花火,はなび,pháo bông,HOA HỎA,10
花屋,はなや,người bán hoa,HOA ỐC,10
花嫁,はなよめ,vị hôn thê,HOA GIÁ,10
生け花,いけばな,ikebana,"SANH,SINH HOA",10
花瓶,かびん,cái bình,HOA BÌNH,10
花粉症,かふんしょう,khô như cỏ,HOA PHẤN CHỨNG,10
赤/赤い,あか/あかい,red/đỏ,XÍCH XÍCH,10
赤ちゃん,あかちゃん,em bé,XÍCH,10
赤字,あかじ,hụt,XÍCH TỰ,10
真っ赤,まっか,đỏ sáng,CHÂN XÍCH,10
赤十字,せきじゅうじ,chữ thập đỏ,XÍCH THẬP TỰ,10
赤道,せきどう,đường xích đạo,XÍCH ĐẠO,10
赤飯,せきはん,gạo đỏ festive,XÍCH PHẠN,10
赤外線,せきがいせん,hồng ngoại,XÍCH NGOẠI TUYẾN,10
白/白い,しろ/しろい,màu trắng/trắng,BẠCH BẠCH,10
白黒,しろくろ,đen và trắng,BẠCH HẮC,10
面白い,おもしろい,thú vị,DIỆN BẠCH,10
白髪,しらかみ,tóc màu xám,BẠCH PHÁT,10
真っ白,まっしろ,màu trắng tinh khiết,CHÂN BẠCH,10
白紙,はくし,trắng,BẠCH CHỈ,10
白鳥,しらとり,chim thiên nga,BẠCH ĐIỂU,10
白夜,はくや,trắng đêm,BẠCH DẠ,10
