38.0 日記を　続けて　いますか。,38.0,"nikki o tsuduke te i masu ka. 
Anh có tiếp tục viết nhật ký không?"
38.1 。。。いいえ、３日で　やめて　しまいました。,38.1,"... iie, san nichi de yame te shimai mashi ta. 
...Không, chỉ được ba ngày là tôi bỏ."
38.2 始めるのは　簡単ですが、続けるのは　難しいですね。,38.2,"hajimeru no ha kantan desu ga, tsudukeru no ha muzukashii desu ne. 
Bắt đầu thì dễ nhưng duy trì liên tục thì khó nhỉ."
38.3 花が　たくさん　あって、きれいな　庭ですね。,38.3,"hana ga takusan atte, kirei na niwa desu ne. 
Có nhiều hoa, cái vườn này đẹp nhỉ."
38.4 。。。ありがとう　ございます。,38.4,"... arigatou gozai masu. 
...Cảm ơn anh/chị."
38.5 夫は　花を　育てるのが　上手なんです。,38.5,"otto ha hana o sodateru no ga jouzu na n desu. 
Chồng tôi giỏi trồng hoa."
38.6 東京は　どうですか。,38.6,"toukyou ha dou desu ka. 
Tokyo thế nào?"
38.7 。。。人が　多いですね。それに　みんな　歩くのが　速いですね。,38.7,"... hito ga ooi desu ne. sore ni minna aruku no ga hayai desu ne. 
...Đông người. Và ai cũng đi nhanh thật."
38.8 あ、いけない。,38.8,"a, ike nai. 
Ôi, hỏng rồi."
38.9 。。。どう　したんですか。,38.9,"... dou shi ta n desu ka. 
...Có chuyện gì thế?"
38.10 車の　窓を　閉めるのを　忘れました。,38.10,"kuruma no mado o shimeru no o wasure mashi ta. 
Tôi quên đóng cửa sổ ô tô rồi."
38.11 木村さんに　赤ちゃんが　生まれたのを　知って　いますか。,38.11,"kimura san ni akachan ga umare ta no o shitte i masu ka. 
Anh/Chị có biết chị Kimura sinh cháu không?"
38.12 。。。いいえ、知りませんでした。いつですか。,38.12,"... iie, shiri mase n deshi ta. i tsu desu ka. 
...Không, tôi không biết. Bao giờ ạ?"
38.13 1ヵ月ぐらいまえです。,38.13,"1 kagetsu gurai mae desu. 
Khoảng một tháng trước."
38.14 初めて　好きに　なった　人の　ことを　覚えて　いますか。,38.14,"hajimete suki ni natta hito no koto o oboe te i masu ka. 
Anh có nhớ người mà mình lần đầu tiên yêu không?"
