14.0 ここに　住所と　名前を　書いて　ください。,14.0,"koko ni juusho to namae o kai te kudasai. 
Anh/chị hãy viết tên và địa chỉ vào đây."
14.1 。。。はい、わかりました。,14.1,"... hai, wakari mashi ta. 
...Vâng, được ạ."
14.2 あの　シャツを　見せて　ください。,14.2,"ano shatsu o mise te kudasai. 
Cho tôi xem cái áo sơ mi kia."
14.3 。。。はい、どうぞ。,14.3,"... hai, douzo. 
...Vâng, xin mời."
14.4 もう　少し　大きいのは　ありませんか。,14.4,"mou sukoshi ookii no ha ari mase n ka. 
Anh/chị không có cái to hơn một chút à?"
14.5 。。。はい。　この　シャツは　いかがですか。,14.5,"... hai. kono shatsu ha ikaga desu ka. 
...Có, cái này thì thế nào ạ?"
14.6 すみませんが、　この　漢字の　読み方を　教えて　ください。,14.6,"sumimasen ga, kono kanji no yomikata o oshie te kudasai. 
Xin lỗi, hãy chỉ cho tôi cách đọc chữ hán này."
14.7 。。。それは　「かきとめ」ですよ。,14.7,"... sore ha 'kakitome' desu yo. 
...Chữ đó đọc là ""Kakitome"""
14.8 暑いですね。　窓を　開けましょうか。,14.8,"atsui desu ne. mado o ake masho u ka. 
Nóng quá nhỉ. Tôi mở cửa sổ nhé?"
14.9 。。。すみません。お願いします。,14.9,"... sumimasen. onegai shi masu. 
...Vâng, cám ơn anh/chị"
14.10 駅まで　迎えに　行きましょうか。,14.10,"eki made mukae ni iki masho u ka. 
Tôi ra đón anh/chị ở nhà ga nhé?"
14.11 。。。いいえ、けっこうです。タクシーで　行きますから。,14.11,"... iie, kekkou desu. takushī de iki masu kara. 
...Không, không cần đâu. Tôi sẽ đi bằng taxi."
14.12 砂糖さんは　どこですか。,14.12,"satou san ha doko desu ka. 
Chị Sato ở đâu?"
14.13 。。。今　会議室で　松本さんと　話して　います。,14.13,"... ima kaigi shitsu de matsumoto san to hanashi te i masu. 
...Bây giờ chị ấy đang nói chuyện với anh Matsumoto ở phòng họp."
14.14 じゃ、また　あとで　来ます。,14.14,"ja, mata ato de ki masu. 
Vậy thì tôi sẽ quay lại sau."
