29.0 会議室の　かぎが　掛かって　いますね。,29.0,"kaigi shitsu no kagi ga kakatte i masu ne. 
Phòng họp khóa cửa."
29.1 。。。じゃ、渡辺さんに　言って、開けて　もらいましょう。,29.1,"... ja, watanabe san ni itte, ake te morai masho u. 
...Thế thì nói với chị Watanabe để chị ấy mở cho."
29.2 この　ファクス、使っても　いいですか。,29.2,"kono fakusu, tsukatte mo ii desu ka. 
Tôi dùng cái máy fax này có được không?"
29.3 。。。それは　故障して　いますから、あちらのを　使ってください。,29.3,"... sore ha koshou shi te i masu kara, achira no o tsukatte kudasai. 
...Cái máy đó bị hỏng rồi. Anh/chị dùng cái máy kia đi."
29.4 シュミットさんが　持って　来た　ワインは　どこですか。,29.4,"shumitto san ga motte ki ta wain ha doko desu ka. 
Rượu vang anh Schmidt mang đến thế nào?"
29.5 。。。みんなで　全部　飲んで　しまいました。,29.5,"... minna de zenbu non de shimai mashi ta. 
...Mọi người uống hết sạch."
29.6 昼ごはんを　食べに　行きませんか。,29.6,"hiru gohan o tabe ni iki mase n ka. 
Anh/chị đi ăn cơm với tôi không?"
29.7 。。。すみません。　この　手紙を　書いて　しまいますから、お先にどうぞ。,29.7,"... sumimasen. kono tegami o kai te shimai masu kara, osakini douzo. 
...Xin lỗi, tôi phải viết xong lá thư này, nên anh/chị cứ đi trước đi."
29.8 新幹線に　間に　合いましたか。,29.8,"shinkansen ni ma ni ai mashi ta ka. 
Anh/chị có kịp tàu Shinkansen không?"
29.9 。。。いいえ、道が　込んで　いましたから、遅れて　しまいました。,29.9,"... iie, michi ga kon de i mashi ta kara, okure te shimai mashi ta. 
...Không, vì đường đông nên tôi bị muộn."
29.10 切符を　なくして　しまったんですが、どう　したら　いいですか。,29.10,"kippu o naku shi te shimatta n desu ga, dou shitara ii desu ka. 
Tôi đánh mất vé, tôi phải làm thế nào?"
29.11 。。。あそこに　いる　駅員に　言って　ください。,29.11,"... asoko ni iru ekiin ni itte kudasai. 
...Anh/chị hãy nói với người nhân viên nhà ga ở chổ kia."
