43.0 上着の　ボタンが　とれそうですよ。,43.0,"uwagi no botan ga tore sou desu yo. 
Cái cúc áo khoác của anh có vẻ sắp tuột rồi đấy."
43.1 。。。あっ、ほんとうですね。　どうも　ありがとう　ございます。,43.1,"... a,, hontou desu ne. doumo arigatou gozai masu. 
...Ồ đúng thế nhỉ. Cám ơn anh/chị."
43.2 暖かく　なりましたね。,43.2,"atatakaku nari mashi ta ne. 
Trời ấm lên nhỉ?"
43.3 。。。ええ、もうすぐ　桜が　咲きそうですね。,43.3,"... ee, mousugu sakura ga saki sou desu ne. 
...Vâng, hoa anh đào sắp nở rồi nhỉ?"
43.4 ドイツの　りんごの　ケーキです。　どうぞ。,43.4,"doitsu no ringo no kēki desu. douzo. 
Đây là món bánh táo của Đức. Xin mời anh/chị."
43.5 。。。わあ、おいしそうですね。　いただきます。,43.5,"... waa, oishi sou desu ne. itadaki masu. 
...Ôi, trông ngon quá nhỉ. Cám ơn anh/chị."
43.6 今度の　課長、頭が　よさそうだし、まじめそうですね。,43.6,"kondo no kachou, atama ga yo sa sou da shi, majime sou desu ne. 
Tổ trưởng mới trông thông minh và nghiêm túc nhỉ?"
43.7 。。。ええ。　でも、服の　センスは　なさそうですね。,43.7,"... ee. demo, fuku no sensu ha na sa sou desu ne. 
...Vâng, nhưng không khéo ăn mặc lắm."
43.8 資料が　足りませんね。,43.8,"shiryou ga tari mase n ne. 
Tài liệu không đủ rồi."
43.9 。。。すみませんが、ちょっと　コピーして　来て　ください。,43.9,"... sumimasen ga, chotto kopī shi te ki te kudasai. 
...Xin lỗi, anh/chị hãy đi photo đi."
43.10 ちょっと　出かけて　来ます。,43.10,"chotto dekake te ki masu. 
Tôi ra ngoài một chút."
43.11 。。。何時ごろ　帰りますか。,43.11,"... nan ji goro kaeri masu ka. 
...Khoảng mấy giờ thì anh/chị về?"
43.12 4時までには　帰る　つもりです。,43.12,"4 ji made ni ha kaeru tsumori desu. 
Tôi sẽ về trước 4 giờ."
