22.0 これは　万里の　長城で　撮った　写真です。,22.0,"kore ha banri no choujou de totta shashin desu. 
Đây là bức ảnh tôi chụp ở Vạn Lý Trường Thành."
22.1 。。。そうですか。　すごいですね。,22.1,"... sou desu ka. sugoi desu ne. 
...Thế à. Hay quá nhỉ."
22.2 カリナさんが　かいた　絵は　どれですか。,22.2,"karina san ga kai ta e ha dore desu ka. 
Bức tranh mà chị Karina vẽ là bức nào?"
22.3 。。。あれです。　あの　海の絵です。,22.3,"... are desu. ano umi no e desu. 
...Bức kia. Bức tranh biển kia."
22.4 あの　着物を　着て　いる　人は　だれですか。,22.4,"ano kimono o ki te iru hito ha dare desu ka. 
Người đang mặc cái áo kimono kia là ai?"
22.5 。。。木村さんです。,22.5,"... kimura san desu. 
...Là chị Kimurra."
22.6 山田さん、　奥さんに　初めて　会った　所は　どこですか。,22.6,"yamada san, okusan ni hajimete atta tokoro ha doko desu ka. 
Anh Yamada, chỗ lần đầu tiên anh gặp vợ anh là chỗ nào?"
22.7 。。。大阪城です。,22.7,"... oosakajou desu. 
...Là lâu đài Osaka."
22.8 木村さんと　行った　コンサートは　どうでしたか。,22.8,"kimura san to okonatta konsāto ha dou deshi ta ka. 
Buổi hòa nhạc mà anh/chị đi cùng với chi Kimura thế nào?"
22.9 。。。とても　よかったです。,22.9,"... totemo yokatta desu. 
...Rất thú vị."
22.10 どう　しましたか。,22.10,"dou shi mashi ta ka. 
Có chuyện gì thế?"
22.11 。。。きのう、　買った　傘を　なくしました。,22.11,"... kinou, katta kasa o naku shi mashi ta. 
...Tôi đã đánh mất cái dù mua ngày hôm qua."
22.12 どんな　うちが　欲しいですか。,22.12,"donna uchi ga hoshii desu ka. 
Anh/chị muốn cái nhà như thế nào?"
22.13 。。。広い　庭が　ある　うちが　欲しいです。,22.13,"... hiroi niwa ga aru uchi ga hoshii desu. 
...Tôi muốn cái nhà có vườn rộng."
22.14 今晩　飲みに　行きませんか。,22.14,"konban nomi ni iki mase n ka. 
Tối nay anh/chị có đi uống với tôi không?"
22.15 。。。すみません。　今晩は　ちょっと　友達に　会う　約束が　あります。,22.15,"... sumimasen. konban ha chotto tomodachi ni au yakusoku ga ari masu. 
...Xin lỗi. Tối nay tôi có cái hẹn với bạn."
