32.0 最近の　学生は　よく　遊びますね。,32.0,"saikin no gakusei ha yoku asobi masu ne. 
Học sinh dạo này ham chơi nhỉ?"
32.1 。。。そうですね。でも、若い　ときは、いろいろな　経験を　したほうが　いいと　思います。,32.1,"... sou desu ne. demo, wakai toki ha, iroiro na keiken o shi ta hou ga ii to omoi masu. 
...Đúng vậy. Nhưng tôi nghĩ thời trẻ nên trải nghiệm nhiều điều."
32.2 1ヵ月ぐらい　ヨーロッパへ　遊びに　行きたいんですが、40万円で足りますか。,32.2,"1 kagetsu gurai yōroppa he asobi ni iki tai n desu ga, 40 man en de tari masu ka. 
Tôi muốn đi chơi một tháng ở châu Âu. 40 v ạn yên có đủ không?"
32.3 。。。十分だと　思います。,32.3,"... juubun da to omoi masu. 
...Tôi nghĩ đủ."
32.4 でも、現金で　持って　行かない　ほうがいいですよ。,32.4,"demo, genkin de motte ika nai hou ga ii desu yo. 
Nhưng tôi nghĩ anh/chị không nên mang tiền mặt đi."
32.5 日本の　経済は　どう　なるでしょうか。,32.5,"nippon no keizai ha dou naru desho u ka. 
Kinh tế Nhật rồi sẽ thế nào?"
32.6 。。。そうですね。まだ　しばらく　よく　ならないでしょう。,32.6,"... sou desu ne. mada shibaraku yoku nara nai desho u. 
...À, có lẽ trước mắt chưa khá lên được."
32.7 オリンピックは　成功するでしょうか。,32.7,"orinpikku ha seikou suru desho u ka. 
Olympic liệu có thành công không?"
32.8 。。。大丈夫でしょう。,32.8,"... daijoubu desho u. 
...Chắc không có vấn đề gì."
32.9 ずいぶん　まえから　準備して　いますから。,32.9,"zuibun mae kara junbi shi te i masu kara. 
Vì đã chuẩn bị từ khá lâu."
32.10 先生、ハンスは　何の　病気でしょうか。,32.10,"sensei, hansu ha nani no byouki desho u ka. 
Thưa bác sĩ, Hans bị bệnh gì ạ?"
32.11 。。。インフルエンザですね。３日ほど　高い　熱が　続くかもしれませんが、心配しないで　ください。,32.11,"... infuruenza desu ne. san nichi hodo takai netsu ga tsuduku kamo shire mase n ga, shinpai shi nai de kudasai. 
...Bị cúm. Có thể cậu ấy còn tiếp tục sốt khoảng 3 ngày nữa, nhưng chị đừng lo."
32.12 エンジンの　音が　おかしいと　思いませんか。,32.12,"enjin no oto ga okashii to omoi mase n ka. 
Anh/Chị có thấy tiếng động cơ không bình thường không?"
32.13 。。。ええ。故障かも　しれません。,32.13,"... ee. koshou kamo shire mase n. 
...Có. Có thể là có trục trặc."
32.14 すぐ　空港に　戻りましょう。,32.14,"sugu kuukou ni modori masho u. 
Chúng ta quay lại sân bay ngay thôi."
