18.0 スキーが　できますか。,18.0,"sukī ga deki masu ka. 
Anh/chị có biết trượt tuyết không?"
18.1 。。。はい、できます。　でも、あまり　上手じゃ　ありません。,18.1,"... hai, deki masu. demo, amari jouzu ja ari mase n. 
...Có, tôi có biết. Nhưng không giỏi lắm."
18.2 マリアさんは　パソコンを　使う　ことが　できますか。,18.2,"maria san ha pasokon o tsukau koto ga deki masu ka. 
Chị Maria có thể sử dụng được máy vi tính không?"
18.3 。。。いいえ、できません。,18.3,"... iie, deki mase n. 
...Không, tôi ko sử dụng được."
18.4 大坂城は　何時まで　見学が　できますか。,18.4,"dai sakaki ha itsu made kengaku ga deki masu ka. 
Có thể tham quan lâu đài Osaka đến mấy giờ?"
18.5 。。。5時までです。,18.5,"... 5 ji made desu. 
...Đến 5 giờ."
18.6 カードで　払う　ことが　できますか。,18.6,"kādo de harau koto ga deki masu ka. 
Tôi có thể trả tiền bằng thẻ được không?"
18.7 。。。すみませんが、現金で　お願いします。,18.7,"... sumimasen ga, genkin de onegai shi masu. 
...Xin lỗi, anh/chị vui lòng trả bằng tiền mặt."
18.8 趣味は　何ですか。,18.8,"shumi ha nani desu ka. 
Sở thích của anh/chị là gì?"
18.9 。。。古い　時計を　集める　ことです。,18.9,"... furui tokei o atsumeru koto desu. 
...Là sưu tầm đồng hồ cũ."
18.10 日本の　子どもは　学校に　入る　まえに、ひらがなを覚えなければ　なりませんか。,18.10,"nippon no kodomo ha gakkou ni hairu mae ni, hi ra ga na o oboe nakere ba nari mase n ka. 
Trẻ em Nhật có phải nhớ chữ Hiragana trước khi đến trường không?"
18.11 。。。いいえ、覚えなくても　いいです。,18.11,"... iie, oboe naku te mo ii desu. 
...Không, không bắt buộc phải nhớ."
18.12 食事の　まえに、この　薬を　飲んで　ください。,18.12,"shokuji no mae ni, kono kusuri o non de kudasai. 
Anh/chị hãy uống thuốc này trước khi ăn."
18.13 。。。はい、わかりました。,18.13,"... hai, wakari mashi ta. 
...Vâng ạ."
18.14 いつ　結婚しましたか。,18.14,"i tsu kekkon shi mashi ta ka. 
Anh/chị lập gia đình bao giờ?"
18.15 。。。3年まえに、結婚しました。,18.15,"... 3 nen mae ni, kekkon shi mashi ta. 
...Tôi kết hôn cách đây 3 năm."
