27.0 日本語の　新聞が　読めますか。,27.0,"nihongo no shinbun ga yome masu ka. 
Anh/Chị có đọc báo tiếng Nhật không?"
27.1 。。。いいえ、読めません。,27.1,"... iie, yome mase n. 
...Không, tôi không đọc được."
27.2 パワー電気では　夏休みは　何日ぐらい　取れますか。,27.2,"pawā denki de ha natsuyasumi ha nan nichi gurai tore masu ka. 
Ở công ty điện Power thì được nghỉ hè bao nhiêu ngày?"
27.3 。。。そうですね。　3週間ぐらいです。,27.3,"... sou desu ne. 3 shuukan gurai desu. 
...À, khoảng ba tuần."
27.4 いいですね。　わたしの　会社は　1週間しか　休めません。,27.4,"ii desu ne. watashi no kaisha ha 1 shuukan shika yasume mase n. 
Tốt thế nhỉ. Ở công ty của tôi chỉ được nghỉ một tuần thôi."
27.5 この　マンションで　ペットが　飼えますか。,27.5,"kono manshon de petto ga kae masu ka. 
Ở nhà chung cư này có thể nuôi động vật cảnh không?"
27.6 。。。小さい　鳥や　魚は　飼えますが、犬や　猫は　飼えません。,27.6,"... chiisai tori ya sakana ha kae masu ga, inu ya neko ha kae mase n. 
...Nếu là chim hoặc cá nhỏ thì có thể, còn chó, mèo v..v thì không."
27.7 東京から　富士山が　見えますか。,27.7,"toukyou kara fujisan ga mie masu ka. 
Từ Tokyo có thể nhìn thấy núi Phú Sĩ không?"
27.8 。。。昔は　よく　見えましたが、今は　ほとんど　見えません。,27.8,"... mukashi ha yoku mie mashi ta ga, ima ha hotondo mie mase n. 
...Ngày xưa thì có thể, nhưng bây giờ thì hầu như không thể nhìn thấy."
27.9 鳥の　声が　聞こえますね。,27.9,"tori no koe ga kikoe masu ne. 
Tôi nghe thấy tiếng chim."
27.10 。。。ええ。　もう　春ですね。,27.10,"... ee. mou haru desu ne. 
...Vâng mùa xuân rồi nhỉ."
27.11 関西空港は　いつ　できましたか。,27.11,"kansai kuukou ha i tsu deki mashi ta ka. 
Sân bây Kansai được hoàn thành khi nào?"
27.12 。。。1994年の　秋に　できました。,27.12,"... 1994 nen no aki ni deki mashi ta. 
...Được hoàn thành vào mùa thu 1994."
27.13 すてきな　かばんですね。　どこで　買ったんですか。,27.13,"suteki na kaban desu ne. doko de katta n desu ka. 
Cái cặp đẹp nhỉ. Anh/chị mua ở đâu vậy?"
27.14 。。。通信販売で　買いました。,27.14,"... tsuushin hanbai de kai mashi ta. 
Tôi mua qua thương mại viễn đông."
27.15 デパートにも　ありますか。,27.15,"depāto ni mo ari masu ka. 
Ở bách hóa có bán không?"
27.16 。。。デパートには　ないと　思いますよ。,27.16,"... depāto ni ha nai to omoi masu yo. 
..Tôi nghĩ là ở bách hóa không bán."
