40.0 二次会は　どこへ行きましたか。,40.0,"nijikai ha doko he iki mashi ta ka. 
Tăng hai mọi người đi đâu?"
40.1 。。。酔って　いたので、どこへ　行ったか、全然　覚えていないんです。,40.1,"... yotte i ta node, doko he okonatta ka, zenzen oboe te i nai n desu. 
...Tôi say nên không nhớ là đã đi đâu."
40.2 山の　高さは　どうやって　測るか、知って　いますか。,40.2,"yama no taka sa ha dou yatte hakaru ka, shitte i masu ka. 
Anh/Chị có biết người ta đo chiều cao của núi như thế nào không?"
40.3 。。。さあ、　どうやって　測るんですか。,40.3,"... saa, dou yatte hakaru n desu ka. 
...Tôi không biết. Đo thế nào nhỉ?"
40.4 わたしたちが　初めて　会ったのは　いつか、覚えて　いますか。,40.4,"watashi tachi ga hajimete atta no ha itsuka, oboe te i masu ka. 
Anh/Chị còn nhớ chúng ta gặp nhau lần đầu tiên khi nào không?"
40.5 。。。昔の　ことは　もう　忘れて　しまいました。,40.5,"... mukashi no koto ha mou wasure te shimai mashi ta. 
...Chuyện ngày xưa tôi quên mất rồi."
40.6 忘年会に　出席できるか　どうか、２０日までに　返事を　ください。,40.6,"bounenkai ni shusseki dekiru ka dou ka, ni zero nichi made ni henji o kudasai. 
Anh/Chị trả lời tôi trước ngày 20 về việc có tham dự được bữa tiệc tất niên hay không."
40.7 。。。はい、わかりました。,40.7,"... hai, wakari mashi ta. 
...Vâng, được rồi."
40.8 あそこで　何を　調べるんですか。,40.8,"asoko de nani o shiraberu n desu ka. 
Ở chổ kia họ kiểm tra gì đấy?"
40.9 。。。飛行機に　乗る　人が　ナイフなど　危険な　物を　持っていないか　どうか、調べるんです。,40.9,"... hikouki ni noru hito ga naifu nado kiken na mono o motte i nai ka dou ka, shiraberu n desu. 
...Họ kiểm tra danh sách hành khách đi máy bay có mang những vậy nguy hiểm như dao v.v.. hay không."
40.10 すみません。　この服を　着て　みても　いいですか。,40.10,"sumimasen. kono fuku o ki te mi te mo ii desu ka. 
Xin lỗi, tôi mặc thử cái áo này có được không?"
40.11 。。。はい、こちらで　どうぞ。,40.11,"... hai, kochira de douzo. 
...Vâng, mờ anh/chị thử ở chổ này."
