家,いえ,nhà,GIA,13
家族,かぞく,gia đình,GIA TỘC,13
家庭,かてい,nhà,GIA ĐÌNH,13
家内,かない,vợ,GIA NỘI,13
家事,かじ,công việc nhà,GIA SỰ,13
大家,おおや,địa chủ,ĐẠI GIA,13
家賃,やちん,thuê,GIA NHẪM,13
山田家,やまだか,nhà yamada,"SAN,SƠN ĐIỀN GIA",13
矢,さ,mũi tên,THỈ,13
矢印,やじるし,mũi tên,THỈ ẤN,13
無理矢理,むりやり,ép buộc, LÍ THỈ LÍ,13
兄,あに,em trai,HUYNH,13
お兄さん,おにいさん,anh trai,HUYNH,13
兄弟,きょうだい,em trai,HUYNH ĐỆ,13
義兄,あに,anh rể,NGHĨA HUYNH,13
姉,あね,em gái,"TỶ,TỈ",13
お姉さん,おねえさん,chị,"TỶ,TỈ",13
姉妹,きょうだい,chị gái,"TỶ,TỈ MUỘI",13
姉妹都市,しまいとし,chị em thành phố,"TỶ,TỈ MUỘI ĐÔ THỊ",13
弟,おと,em trai,ĐỆ,13
兄弟,きょうだい,em trai,HUYNH ĐỆ,13
弟子,ていし,môn sinh,ĐỆ TỬ,13
義弟,おとうと,anh rể,NGHĨA ĐỆ,13
妹,いも,em gái,MUỘI,13
姉妹,きょうだい,chị gái,"TỶ,TỈ MUỘI",13
夫,お,chồng,PHU,13
夫妻,ふさい,các cặp vợ chồng,PHU THÊ,13
夫婦,ふうふ,vợ chồng,PHU PHỤ,13
大丈夫,だいじょうぶ,được rồi,ĐẠI  PHU,13
夫人,はしかし,bà.,PHU NHÂN,13
工夫,くふう,phương sách,CÔNG PHU,13
丈夫な,じょうぶな,lâu dài, PHU,13
住む,すむ,sống,TRỤ,13
住所,じゅうしょ,địa chỉ,TRỤ SỞ,13
住民,じゅうみん,cư dân,TRỤ DÂN,13
住宅,じゅうたく,nhà ở,TRỤ TRẠCH,13
衣食住,いしょくじゅう,"thực phẩm, quần áo và nơi trú ẩn",Y THỰC TRỤ,13
移住する,いじゅうする,xuất ngoại,DI TRỤ,13
糸,いと,chủ đề,MỊCH,13
毛糸,けいと,len,MAO MỊCH,13
釣り糸,つりいと,dây câu cá,ĐIẾU MỊCH,13
抜糸,ばっし,tháo chỉ,BẠT MỊCH,13
氏名,うじな,tên,THỊ DANH,13
彼氏,かれし,bạn trai,BỈ THỊ,13
大野氏,おおのし,họ ohno,ĐẠI DÃ THỊ,13
摂氏,せっし,bách phân,NHIẾP THỊ,13
華氏,かし,nhiệt kế,HOA THỊ,13
氏神,うじがみ,thần bảo trợ,THỊ THẦN,13
家族,かぞく,gia đình,GIA TỘC,13
親族,しんぞく,thân nhân,THÂN TỘC,13
貴族,きぞく,quí tộc,QUÝ TỘC,13
民族,みんぞく,cuộc đua,DÂN TỘC,13
水族館,すいぞくかん,bể nuôi cá,THỦY TỘC QUÁN,13
親,おや,cha mẹ,THÂN,13
親切な,しんせつな,loại,THÂN THIẾT,13
両親,ふたおや,phụ huynh,LẠNG THÂN,13
親友,しんゆう,bạn thân,THÂN HỮU,13
父親,ちちおや,cha,PHỤ THÂN,13
母親,ははおや,mẹ,MẪU THÂN,13
親子,おやこ,cha mẹ và con,THÂN TỬ,13
親しい,したしい,gần,THÂN,13
私,あたい,tôi,TƯ,13
私立大学,しりつだいがく,đại học tư thục,TƯ LẬP ĐẠI HỌC,13
私鉄,してつ,đường sắt tư nhân,TƯ THIẾT,13
私用,しよう,doanh nghiệp tư nhân,TƯ DỤNG,13
私有,しゆう,sở hữu tư nhân,TƯ HỮU,13
私生活,しせいかつ,cuộc sống riêng tư,"TƯ SANH,SINH HOẠT",13
私書箱,ししょばこ,hộp bưu điện,TƯ THƯ TƯƠNG,13
妻,さい,vợ,THÊ,13
夫妻,ふさい,các cặp vợ chồng,PHU THÊ,13
妻子,さいし,vợ và con,THÊ TỬ,13
一夫多妻,いっぷたさい,tình trạng nhiều vợ hoặc chồng,NHẤT PHU ĐA THÊ,13
主人,あるじ,chồng,CHỦ NHÂN,13
主婦,しゅふ,bà nội trợ,CHỦ PHỤ,13
主語,しゅご,vấn đề,CHỦ NGỮ,13
主義,しゅぎ,nguyên tắc,CHỦ NGHĨA,13
主題,しゅだい,vấn đề,CHỦ ĐỀ,13
主食,しゅしょく,lương thực,CHỦ THỰC,13
主に,おもに,phần lớn,CHỦ,13
持ち主,もちぬし,chủ nhân,TRÌ CHỦ,13
紙,かみ,giấy,CHỈ,13
手紙,てがみ,thư,THỦ CHỈ,13
表紙,ひょうし,liên kết,BIỂU CHỈ,13
紙幣,しへい,hóa đơn,CHỈ TỆ,13
和紙,わし,giấy nhật bản,HÒA CHỈ,13
紙くず,かみくず,giỏ rác,CHỈ,13
折り紙,おりがみ,origami,CHIẾT CHỈ,13
紙コップ,かみコップ,tách giấy,CHỈ,13
