30.0 駅の　新しい　トイレは　おもしろいですね。,30.0,"eki no atarashii toire ha omoshiroi desu ne. 
Cái nhà vệ sinh mới ở ga hay nhỉ."
30.1 。。。え？　そうですか。,30.1,"... e? sou desu ka. 
...Ô, thế à?"
30.2 壁に　花や　動物の　絵が　かいて　あるんです。,30.2,"kabe ni hana ya doubutsu no e ga kai te aru n desu. 
Ở trên tường có vẽ tranh hoa và động vật đấy."
30.3 セロテープは　どこですか。,30.3,"serotēpu ha doko desu ka. 
Băng dính ở chổ nào?"
30.4 。。。あの　引き出しに　しまって　ありますよ。,30.4,"... ano hikidashi ni shimatte ari masu yo. 
...Băng dính để trong ngăn kéo kia kìa."
30.5 お子さんの　名前は　もう　決めて　ありますか。,30.5,"okosan no namae ha mou kime te ari masu ka. 
Anh/Chị đã đặt tên cho cháu chưa?"
30.6 。。。いいえ。顔を　見てから、考えます。,30.6,"... iie. kao o mi te kara, kangae masu. 
...Chưa. Tôi định xem mặt cháu rồi mới đặt tên."
30.7 次の　会議までに、何を　して　おいたら　いいですか。,30.7,"tsugi no kaigi made ni, nani o shi te oi tara ii desu ka. 
Từ giờ cho đến cuộc họp tới, tôi phải làm gì để chuẩn bị?"
30.8 。。。この　資料を　読んで　おいてください。,30.8,"... kono shiryou o yon de oi te kudasai. 
...Anh/Chị hãy đọc trước tài liệu này."
30.9 ボランティアに　参加したいんですが、2週間ほど　休みを　取っても　いいですか。,30.9,"borantia ni sanka shi tai n desu ga, 2 shuukan hodo yasumi o totte mo ii desu ka. 
Tôi muốn tham gia hoặt động tình nguyện. Tôi xin nghỉ chừng hai tuần có được không?"
30.10 。。。2週間ですか。うーん。部長に　相談して　おきます。,30.10,"... 2 shuukan desu ka. wun. buchou ni soudan shi te oki masu. 
...Hai tuần à? Ùm... Tôi sẽ trao đổi với trưởng phòng."
30.11 はさみを　使ったら、元の　所に　戻して　おいて　ください。,30.11,"hasami o tsukattara, moto no tokoro ni modoshi te oi te kudasai. 
Sau khi dùng kéo, anh/chị hãy để lại vị trí ban đầu."
30.12 。。。はい、わかりました。,30.12,"... hai, wakari mashi ta. 
...Vâng ạ."
30.13 資料を　片付けても　いいですか。,30.13,"shiryou o kataduke te mo ii desu ka. 
Tôi dọn dẹp tài liệu ó được không?"
30.14 。。。いいえ、その　ままに　して　おいて　ください。,30.14,"... iie, sono mama ni shi te oi te kudasai. 
...Không. Anh chị cứ để nguyên như thế nhé."
30.15 まだ　使って　いますから。,30.15,"mada tsukatte i masu kara. 
Tôi còn dùng nữa."
